timestamp,lat,lon,order_volume,traffic_index,priority,weather,hour,day_of_week,month
2025-12-26 13:22:15,41.66453279348768,26.551770371692424,10,0.5845863993362879,High,Snowy,13,4,12
2025-07-25 13:11:09,41.67335845067525,26.557190121552896,12,0.19947331846315766,Medium,Sunny,13,4,7
2025-09-08 07:57:55,41.635642371872194,26.552641431602115,12,0.5607350413833554,High,Sunny,7,0,9
2025-06-27 09:11:13,41.68982056271682,26.549462716314284,6,0.6359303622758593,Medium,Sunny,9,4,6
2025-01-26 14:36:35,41.66860091215709,26.507304573629835,11,0.4673923669399077,High,Rainy,14,6,1
2025-10-24 00:42:42,41.74407632907991,26.530116979786758,13,0.33619039395412076,Medium,Rainy,0,4,10
2025-11-26 17:03:16,41.68689493338298,26.548253806071596,29,0.7239876998782839,Low,Sunny,17,2,11
2025-12-27 02:03:57,41.68104907144603,26.60638647226738,8,0.45251923102164415,High,Snowy,2,5,12
2025-12-17 05:54:33,41.65763730739341,26.562046584726062,8,0.39243705138949725,Low,Rainy,5,2,12
2025-10-24 15:43:34,41.647384623735306,26.57545961242066,13,0.14319542213914277,Medium,Sunny,15,4,10
2025-06-06 17:24:00,41.66889548771673,26.526229211659114,19,0.6776264385429173,Low,Sunny,17,4,6
2025-10-12 02:41:59,41.650058066354745,26.530302497604488,12,0.23753968687553081,High,Sunny,2,6,10
2025-10-05 13:53:22,41.661708662815016,26.539571551207924,10,0.3041391544231662,Medium,Rainy,13,6,10
2025-01-21 11:10:56,41.65957669753555,26.554008605510063,13,0.42021834321726464,High,Rainy,11,1,1
2025-05-06 21:26:56,41.677023495018716,26.562971650094802,8,0.272141395493553,Medium,Sunny,21,1,5
2025-08-07 23:24:10,41.680982496511675,26.56312913574736,5,0.4467214750620068,Medium,Rainy,23,3,8
2025-10-01 11:06:20,41.664340159864835,26.567544543489237,8,0.22040534910721543,Low,Sunny,11,2,10
2025-09-15 00:22:58,41.70180613792017,26.51793429533453,9,0.0386295370502982,Medium,Sunny,0,0,9
2025-10-11 23:49:27,41.67542004000932,26.548679789641472,18,0.27214062966087244,High,Snowy,23,5,10
2025-12-23 18:31:21,41.64116589095409,26.52546858084612,12,0.9027076885416536,Medium,Rainy,18,1,12
2025-09-17 00:25:39,41.73439762863997,26.51583497916189,11,0.15794803798681195,Medium,Sunny,0,2,9
2025-05-20 10:38:43,41.65814795847787,26.55537558202311,9,0.09930019732534831,Low,Sunny,10,1,5
2025-01-20 20:57:04,41.60469328335176,26.54748061558278,14,0.45761665078165153,Low,Rainy,20,0,1
2025-05-01 12:44:48,41.63993784544663,26.566191576571896,10,0.3255749881055085,High,Rainy,12,3,5
2025-10-26 02:49:16,41.68537729762904,26.527116622311755,8,0.22351264023736211,Medium,Sunny,2,6,10
2025-01-22 10:51:39,41.694729499844534,26.5517441834612,9,0.2754861995168266,Medium,Snowy,10,2,1
2025-05-19 16:09:22,41.69161880300799,26.52266217906438,11,0.20488127782129503,Medium,Sunny,16,0,5
2025-08-22 21:13:29,41.669666269479514,26.541700357495106,10,0.323039542906172,Low,Sunny,21,4,8
2025-11-04 22:44:32,41.66858290904938,26.566330039673254,30,0.1804225822529299,Low,Sunny,22,1,11
2025-10-17 13:01:16,41.68639819106359,26.52924735953981,17,0.029746002019145512,High,Sunny,13,4,10
2025-10-09 23:29:21,41.64037173568828,26.576435877295058,11,0.14471184403410567,High,Sunny,23,3,10
2025-01-16 01:04:06,41.698006017575935,26.604726609093387,10,0.22994729607963194,Medium,Sunny,1,3,1
2025-07-18 18:45:32,41.68574353406974,26.55671397425247,6,0.564052678748155,Medium,Sunny,18,4,7
2025-05-27 10:40:11,41.68059955402622,26.555238821538275,14,0.37504358382970715,High,Snowy,10,1,5
2025-05-21 02:18:10,41.69617061287505,26.535763573598928,13,0.27935674840460234,High,Sunny,2,2,5
2025-08-02 13:17:02,41.657170948856944,26.558617078794043,7,0.19396599621963417,High,Sunny,13,5,8
2025-10-06 18:23:08,41.676980966059446,26.52145277398893,6,0.8655257803590286,High,Sunny,18,0,10
2025-11-20 08:35:33,41.649226066692165,26.508362220180164,30,0.7057794532796794,High,Sunny,8,3,11
2025-12-23 00:38:22,41.66772455709165,26.54241623955548,19,0.38514580835146445,High,Rainy,0,1,12
2025-06-12 04:54:45,41.65711299045409,26.53592715324725,15,0.3520786865024607,High,Sunny,4,3,6
2025-01-10 15:34:44,41.643006489164755,26.526076926237756,7,0.3231190326061429,Low,Sunny,15,4,1
2025-02-04 10:39:13,41.65961507024586,26.53573879956923,12,0.2683254279539514,Low,Rainy,10,1,2
2025-07-30 02:58:36,41.65567554911925,26.54959451633649,12,0.24355339437996423,Low,Sunny,2,2,7
2025-05-29 04:53:50,41.65104962357586,26.554408957871935,8,0.09072416127141888,Low,Sunny,4,3,5
2025-02-23 04:51:05,41.69584877107262,26.55386460171432,17,0.20373797504391258,High,Sunny,4,6,2
2025-01-06 04:29:58,41.661161366021396,26.505823858813287,10,0.4180652393217067,Medium,Rainy,4,0,1
2025-03-22 00:05:35,41.72185922163072,26.525329909063238,5,0.2594606388314164,Low,Sunny,0,5,3
2025-02-13 12:35:43,41.70489327819103,26.502050812482814,9,0.3995784073628797,Medium,Snowy,12,3,2
2025-08-24 04:30:54,41.64282685566311,26.56903469201473,15,0.2095926251098279,Low,Sunny,4,6,8
2025-01-19 00:56:55,41.6505926458246,26.54430688743863,7,0.5217891497983935,Medium,Rainy,0,6,1
2025-06-23 11:21:16,41.6516145587679,26.53357476452821,12,0.41985895817728164,High,Rainy,11,0,6
2025-03-13 07:00:18,41.66785808958365,26.601438692292888,9,0.8002750408435843,Low,Rainy,7,3,3
2025-03-03 22:54:53,41.664152292458866,26.532606585501735,14,0.2522036872653599,High,Sunny,22,0,3
2025-11-25 18:28:15,41.67563288282679,26.523565012738768,24,0.6707114653601699,High,Sunny,18,1,11
2025-09-14 12:28:12,41.66410665565026,26.534225553880646,7,0.016175878800733234,Medium,Sunny,12,6,9
2025-04-09 06:15:47,41.67138066329533,26.525350951124864,8,0.17497781030457152,Medium,Sunny,6,2,4
2025-06-11 02:03:43,41.67320214757543,26.523940433693422,8,0.25082976645571714,Low,Sunny,2,2,6
2025-05-12 01:30:10,41.6305857119215,26.5285369214619,10,0.2084439478916917,High,Sunny,1,0,5
2025-09-19 12:00:28,41.67869899338501,26.583504766973505,9,0.31262930255059584,Medium,Rainy,12,4,9
2025-01-15 07:53:21,41.70495250556442,26.573946520834788,7,0.6971690960733506,Low,Sunny,7,2,1
2025-04-27 09:14:58,41.66392975984601,26.541664148215713,7,0.7915696917468851,Medium,Sunny,9,6,4
2025-01-08 11:13:02,41.66029336787007,26.561117621211963,7,0.3214967013368359,Low,Sunny,11,2,1
2025-05-29 02:09:54,41.6311689851137,26.49279896926275,8,0.24699244051457525,High,Sunny,2,3,5
2025-07-31 22:47:09,41.62869274136917,26.553385239835784,13,0.31604014174216455,Low,Sunny,22,3,7
2025-08-04 22:57:25,41.63633733465136,26.55224962116912,9,0.17824910273987518,High,Sunny,22,0,8
2025-01-26 14:18:01,41.64058197345968,26.586517308483252,11,0.5047377912147732,Low,Snowy,14,6,1
2025-08-09 22:51:17,41.73313551719488,26.526551229090387,12,0.12285333192144644,High,Sunny,22,5,8
2025-04-04 08:11:16,41.65737964838458,26.502644818397044,10,0.6800198371157469,High,Sunny,8,4,4
2025-07-17 17:14:25,41.64678038888095,26.533496027261805,16,0.5856892918331645,High,Sunny,17,3,7
2025-03-03 07:20:46,41.66288749428956,26.538899030488448,10,0.64320848493809,High,Sunny,7,0,3
2025-06-13 14:14:10,41.68632797309022,26.556746587011588,13,0.10795365156847354,Medium,Sunny,14,4,6
2025-03-13 13:50:49,41.630337611765825,26.548695100926015,16,0.2242033225850933,High,Sunny,13,3,3
2025-04-03 08:45:40,41.6448577940803,26.539883601643783,15,0.6468504121082604,Medium,Sunny,8,3,4
2025-11-07 20:05:58,41.67578486619494,26.546100945185273,33,0.15895589474115562,High,Sunny,20,4,11
2025-12-06 17:41:00,41.682331531659486,26.562901373000287,16,0.8490008427097824,Medium,Snowy,17,5,12
2025-09-10 09:16:22,41.65601463361614,26.59325297301495,10,0.8284254087892722,Low,Sunny,9,2,9
2025-06-05 13:35:58,41.67489368605083,26.546534032144166,23,0.1824946881843867,Low,Sunny,13,3,6
2025-09-01 17:55:49,41.617441683358145,26.550226337972692,7,0.6613758448072677,Medium,Sunny,17,0,9
2025-10-17 15:56:21,41.66001439183905,26.55932961038665,16,0.438358052252196,Low,Rainy,15,4,10
2025-12-13 01:55:24,41.71175517394231,26.55085548373383,8,0.13369186706161051,Low,Sunny,1,5,12
2025-11-28 01:53:06,41.66669928203861,26.533865396259838,25,0.29180575242032236,Medium,Sunny,1,4,11
2025-12-26 05:28:02,41.669713496906226,26.54402009715708,10,0.4163786147680065,Low,Rainy,5,4,12
2025-09-05 19:48:33,41.69304586589925,26.57645408994378,14,0.6985075468578091,Medium,Sunny,19,4,9
2025-01-28 04:37:51,41.682049605165936,26.51782301702788,6,0.5307299818886787,High,Rainy,4,1,1
2025-11-13 16:44:15,41.68447470789969,26.58831734636113,17,0.07407207959200474,Low,Sunny,16,3,11
2025-12-22 22:55:26,41.686467761779845,26.54099666811392,10,0.4482121751284149,High,Rainy,22,0,12
2025-01-20 08:53:13,41.660383000605954,26.55068590424247,15,1.0,High,Rainy,8,0,1
2025-05-25 12:58:26,41.66421247503444,26.5831341103471,10,0.27104925882359326,Low,Sunny,12,6,5
2025-12-19 21:49:46,41.69524376387,26.536229189435424,9,0.47725822239420856,Low,Rainy,21,4,12
2025-03-11 17:22:41,41.67819154278273,26.532405842984062,12,0.8830291990807542,Low,Rainy,17,1,3
2025-07-12 05:50:00,41.631669515604415,26.565546662996933,12,0.22623686143054247,Medium,Sunny,5,5,7
2025-04-04 19:45:53,41.70003112649954,26.590921493291603,13,0.6706171007141709,Medium,Sunny,19,4,4
2025-01-28 11:19:20,41.66682577997212,26.568446926394586,17,0.3762387826020584,High,Rainy,11,1,1
2025-09-18 17:39:45,41.67803739436264,26.548819790862137,14,0.7027705391821433,Low,Sunny,17,3,9
2025-08-04 07:51:11,41.65059753159574,26.52619518037858,12,0.7035804730848452,Medium,Sunny,7,0,8
2025-03-06 05:36:51,41.67742356344947,26.56721685690445,11,0.10625064510039718,Low,Sunny,5,3,3
2025-09-09 04:34:19,41.653389027164465,26.530582714387375,11,0.23815842329973427,Medium,Sunny,4,1,9
2025-10-22 14:52:09,41.68086023217466,26.57474550415848,8,0.25375548888193306,High,Sunny,14,2,10
2025-12-24 13:34:30,41.719093626377145,26.559882215576884,13,0.22964251627471968,Low,Sunny,13,2,12
2025-06-10 09:06:21,41.6751949340056,26.554205666744462,8,0.7978695153497396,High,Sunny,9,1,6
2025-10-27 16:32:06,41.650318462766684,26.542964672625697,11,0.23406608508510743,Low,Sunny,16,0,10
2025-03-20 11:22:48,41.659425234181676,26.53832088410188,9,0.19277255952375646,Low,Sunny,11,3,3
2025-09-12 23:20:08,41.64583527237681,26.560837398546365,13,0.24385678115316603,High,Sunny,23,4,9
2025-03-26 00:07:54,41.63865548112971,26.566452641562815,11,0.35033006135886163,Medium,Snowy,0,2,3
2025-08-19 10:30:56,41.667697345918526,26.567797609004227,14,0.22204631586485052,High,Sunny,10,1,8
2025-06-06 09:07:27,41.729524814073976,26.598640880106363,13,0.7849685236119021,High,Sunny,9,4,6
2025-02-06 11:22:48,41.646459543582466,26.575541867987475,11,0.4803749075044018,Medium,Snowy,11,3,2
2025-03-04 23:10:33,41.66741936200417,26.55504882513211,9,0.40753342014162525,High,Rainy,23,1,3
2025-08-30 20:24:20,41.721912917864856,26.580223689240412,23,0.24362946043479455,Medium,Sunny,20,5,8
2025-04-28 07:37:07,41.68943015377093,26.534922018231878,9,0.6358871512133126,High,Sunny,7,0,4
2025-10-29 08:27:26,41.6758058850847,26.55800216416281,14,0.699512043902861,High,Sunny,8,2,10
2025-05-07 07:35:32,41.67122611034826,26.558127550225905,12,0.8652503407627232,Medium,Rainy,7,2,5
2025-08-27 22:51:40,41.61471187073763,26.520488885863305,17,0.18398412431837233,Low,Sunny,22,2,8
2025-07-22 21:45:39,41.67403823553364,26.57615683246847,12,0.21825699911881338,Medium,Sunny,21,1,7
2025-07-06 09:51:52,41.644712097881275,26.555862340885238,11,0.7696569618333537,Low,Sunny,9,6,7
2025-09-11 10:29:51,41.67595460268863,26.549214099761382,14,0.24054410817191138,Low,Sunny,10,3,9
2025-01-26 23:54:00,41.66799217836848,26.550751856431408,13,0.4842043580198311,Medium,Rainy,23,6,1
2025-10-28 12:55:08,41.687051333462975,26.555646956033165,23,0.14181539487524297,High,Sunny,12,1,10
2025-03-06 19:41:48,41.69375987039483,26.55443602150561,9,0.6807325693228286,High,Sunny,19,3,3
2025-05-27 01:18:37,41.65992847016019,26.527677217189886,12,0.0658826725549633,Medium,Sunny,1,1,5
2025-06-15 05:29:26,41.69765844555322,26.554021844588867,10,0.43500881547194215,Medium,Rainy,5,6,6
2025-06-26 10:39:41,41.680672255931015,26.599929155352363,10,0.26108154685215385,Low,Sunny,10,3,6
2025-09-17 21:48:53,41.641102154104,26.564519226911536,15,0.3403232174014127,High,Rainy,21,2,9
2025-02-05 17:26:31,41.68075273495957,26.5121524381939,9,0.8176858090203165,Medium,Sunny,17,2,2
2025-05-12 08:06:49,41.675361944909035,26.547733592872625,15,0.8490539595663948,Medium,Sunny,8,0,5
2025-01-27 19:29:19,41.697607173180266,26.565251005298013,10,0.873260570748313,Low,Rainy,19,0,1
2025-04-14 11:31:20,41.69483167005308,26.560536159489693,11,0.4298797843729014,Low,Rainy,11,0,4
2025-04-23 08:09:37,41.684924263924735,26.547229196704873,11,0.6805595239047717,Low,Sunny,8,2,4
2025-11-09 15:58:20,41.65016446312005,26.544236691656675,24,0.23825283724485602,Low,Sunny,15,6,11
2025-03-23 22:16:02,41.68764425364789,26.548552785062025,11,0.43372157975890596,Low,Rainy,22,6,3
2025-02-12 20:38:24,41.70767450963973,26.525446144862645,10,0.06461619006270636,High,Sunny,20,2,2
2025-06-18 21:46:47,41.63002599815672,26.58459244090162,6,0.2467630483542114,Low,Sunny,21,2,6
2025-08-12 14:07:55,41.7296424394512,26.55353793872243,10,0.302713102447967,High,Sunny,14,1,8
2025-12-09 16:46:06,41.648842464456685,26.631562742399897,9,0.5164796460875785,Medium,Rainy,16,1,12
2025-01-24 14:25:01,41.66591220536685,26.520290327124545,13,0.2503907731049944,Medium,Sunny,14,4,1
2025-03-20 03:44:04,41.64323477784065,26.54408400309755,9,0.4246603649350681,Low,Rainy,3,3,3
2025-09-07 10:46:17,41.663138971705656,26.559913908330778,8,0.21356198343795949,High,Sunny,10,6,9
2025-06-01 22:52:09,41.66759062406179,26.54634607074911,11,0.2768673781977582,High,Sunny,22,6,6
2025-07-29 00:42:39,41.63703022645909,26.512651204345392,11,0.15252035246874515,Low,Sunny,0,1,7
2025-09-29 15:39:06,41.64504054282561,26.565053228542208,13,0.17267986145210953,Medium,Sunny,15,0,9
2025-04-02 20:31:14,41.67155958427461,26.578457490291065,19,0.28098668023228934,Low,Sunny,20,2,4
2025-09-10 15:37:29,41.69203524210171,26.596075913116866,11,0.16004070069853926,Low,Sunny,15,2,9
2025-10-28 02:56:20,41.69654691933333,26.56697174471459,9,0.46735307443202523,High,Rainy,2,1,10
2025-04-28 00:13:49,41.666682049206926,26.544347102674877,13,0.18778986281144636,Low,Sunny,0,0,4
2025-05-01 08:53:07,41.632780266202225,26.55575187234684,8,0.951633357917111,High,Rainy,8,3,5
2025-04-13 11:25:59,41.66061612770492,26.549227035007508,7,0.10021185817308556,High,Sunny,11,6,4
2025-12-06 13:34:42,41.684008876823,26.555575078515915,12,0.2488559682910997,Low,Rainy,13,5,12
2025-12-09 08:51:36,41.67493927105827,26.603780505051663,11,0.6723429157674344,Medium,Sunny,8,1,12
2025-11-13 09:13:00,41.69926837298569,26.539189164040323,15,0.6779807410354833,Medium,Sunny,9,3,11
2025-11-18 12:22:04,41.609399490673866,26.524100700922787,27,0.14416541285493228,High,Sunny,12,1,11
2025-07-22 15:57:14,41.68436610589979,26.513862755285036,12,0.2800380660767258,Medium,Sunny,15,1,7
2025-10-15 23:05:29,41.66181277012928,26.5388368798159,14,0.11394427468307454,Low,Sunny,23,2,10
2025-04-14 13:59:47,41.70019254565906,26.549999059466654,19,0.16190124528923047,Low,Sunny,13,0,4
2025-06-26 02:06:20,41.68760421330384,26.561950924125515,15,0.13715443041884873,Medium,Sunny,2,3,6
2025-08-18 13:33:56,41.70034911097985,26.535535304468016,11,0.2302562507014189,Medium,Sunny,13,0,8
2025-10-13 23:50:54,41.66316878221725,26.560002116303156,8,0.15368040330362087,Medium,Sunny,23,0,10
2025-05-06 09:03:21,41.654858752496374,26.541042948915507,18,0.7416288317428318,High,Sunny,9,1,5
2025-07-29 20:33:33,41.719045273129,26.585698956674722,8,0.16133756454919118,High,Sunny,20,1,7
2025-11-05 09:49:48,41.72171933387605,26.559346620460836,37,0.6657820257756321,High,Sunny,9,2,11
2025-06-23 19:22:50,41.67774111842295,26.495565975765057,14,0.6586960512564455,Medium,Sunny,19,0,6
2025-04-20 18:06:18,41.6819247583273,26.566039992668543,16,0.7810964014216675,Low,Sunny,18,6,4
2025-11-20 15:51:59,41.689869741923324,26.52057446185608,23,0.274014070011503,Low,Rainy,15,3,11
2025-01-07 05:04:11,41.69517877955447,26.533134655270388,8,0.2962685202896528,Medium,Sunny,5,1,1
2025-12-12 06:04:01,41.66662512095971,26.580202270870995,4,0.5086530387973396,Medium,Rainy,6,4,12
2025-06-21 22:45:38,41.69113754474476,26.509901944679584,6,0.20503211952105518,Low,Sunny,22,5,6
2025-12-23 14:27:25,41.65765956958929,26.570287428178617,16,0.3652087513560805,Low,Rainy,14,1,12
2025-04-05 19:38:13,41.65315770744235,26.545384176229636,8,0.6384043835132346,Low,Sunny,19,5,4
2025-07-03 05:10:33,41.66523086760866,26.509482778195288,13,0.2821667828072969,Low,Sunny,5,3,7
2025-02-14 11:54:32,41.68083819099686,26.567610410169415,15,0.38304331357950805,High,Snowy,11,4,2
2025-01-12 00:42:36,41.69388216868273,26.484910746923912,10,0.41332520547474816,Low,Rainy,0,6,1
2025-06-16 09:38:27,41.71314213764299,26.521084272306172,18,0.762905535010132,High,Sunny,9,0,6
2025-12-25 19:26:31,41.67706397922097,26.512451954409148,10,0.8556911523918554,Low,Snowy,19,3,12
2025-08-09 13:25:47,41.71286427189276,26.531464262327315,7,0.25368358727195744,Medium,Sunny,13,5,8
2025-10-08 02:50:02,41.6254986579677,26.57442125700582,9,0.11330233426209686,Medium,Sunny,2,2,10
2025-03-29 13:04:49,41.674511221781735,26.526366546114883,17,0.09465151154112032,Low,Sunny,13,5,3
2025-01-02 01:35:48,41.675419382388604,26.53575634330055,14,0.5265301254522512,High,Snowy,1,3,1
2025-05-04 02:15:01,41.68301126278098,26.58518580195614,8,0.15036018673759724,Medium,Sunny,2,6,5
2025-03-12 12:18:48,41.65459327018883,26.56684793888605,5,0.23149402679410122,Medium,Sunny,12,2,3
2025-06-07 14:45:10,41.70243858893879,26.546223582101707,9,0.16993741424780365,Medium,Sunny,14,5,6
2025-07-04 04:24:12,41.68290371201549,26.534779710406568,18,0.500031904238632,High,Rainy,4,4,7
2025-10-03 12:04:01,41.62104071373697,26.56218001356517,11,0.19105543715427478,Medium,Sunny,12,4,10
2025-09-06 09:19:01,41.69321701416436,26.540325476436898,6,0.6083699107043792,Low,Sunny,9,5,9
2025-09-17 17:31:31,41.68533241022102,26.551983812817912,9,1.0,Low,Rainy,17,2,9
2025-03-14 20:11:28,41.64056400866426,26.52181491747634,16,0.4398332230503506,Medium,Rainy,20,4,3
2025-01-21 10:37:22,41.69157619460097,26.568319639113877,13,0.4182479702179613,Low,Rainy,10,1,1
2025-04-01 05:17:49,41.68401577610142,26.494992624553877,9,0.2378760030991189,Low,Sunny,5,1,4
2025-06-19 18:36:38,41.71152131939198,26.522901674477506,11,0.783183516509452,Medium,Rainy,18,3,6
2025-05-21 20:01:33,41.65522741954748,26.594711573317824,12,0.21399156141396672,High,Sunny,20,2,5
2025-04-14 17:10:01,41.681509949057805,26.545263185504425,8,0.7075780537840846,Medium,Sunny,17,0,4
2025-03-31 12:28:45,41.685584345693556,26.55623747960838,18,0.09288850904232357,High,Sunny,12,0,3
2025-11-11 02:23:56,41.6704231990373,26.55925318106482,48,0.20309521353029125,Medium,Sunny,2,1,11
2025-11-06 15:48:23,41.679776099625194,26.558022899255203,24,0.16947310229128434,Low,Sunny,15,3,11
2025-06-15 16:10:25,41.70927591952608,26.536788124570048,9,0.1707503785349176,Medium,Sunny,16,6,6
2025-01-25 03:33:30,41.68197204989141,26.573128343559077,4,0.2998958384099256,High,Sunny,3,5,1
2025-12-29 20:38:50,41.6444683639267,26.535884995043595,20,0.3479649179756163,Low,Snowy,20,0,12
2025-12-21 12:46:00,41.71181659615248,26.57477722398709,7,0.09829293084370343,High,Sunny,12,6,12
2025-12-21 16:18:29,41.659418208182856,26.55837149364893,9,0.3809338488151745,High,Rainy,16,6,12
2025-12-17 13:31:51,41.6302893750282,26.53606457653049,15,0.43984314550167636,High,Snowy,13,2,12
2025-02-15 12:06:03,41.660638919642416,26.53565873976709,17,0.2391732864146701,Low,Sunny,12,5,2
2025-12-21 14:59:35,41.680516687866,26.576010996735665,9,0.19895877323044917,Low,Sunny,14,6,12
2025-06-29 12:27:16,41.6774354908291,26.58166779957243,7,0.22599257008555454,Medium,Sunny,12,6,6
2025-12-17 07:19:37,41.7236192224038,26.556293283794503,6,0.855379021272434,Low,Rainy,7,2,12
2025-12-19 04:05:01,41.64963280117736,26.52601557778442,15,0.2748693726584139,Low,Sunny,4,4,12
2025-01-06 05:57:27,41.69284608975566,26.610493749214353,10,0.46751788772198144,High,Rainy,5,0,1
2025-05-01 05:42:23,41.68520709916232,26.51067054025629,6,0.25947323785974297,Low,Sunny,5,3,5
2025-12-14 09:00:04,41.65741396451953,26.52544590804944,9,0.7983526969877945,Low,Snowy,9,6,12
2025-03-25 15:42:46,41.66602205989987,26.5129415427432,12,0.2757360618791997,High,Sunny,15,1,3
2025-06-03 19:00:05,41.6567662619867,26.57044970938964,12,0.7197463639240013,Low,Sunny,19,1,6
2025-05-14 04:51:51,41.7064424310346,26.551446246818553,14,0.3281812263272778,Low,Sunny,4,2,5
2025-02-27 23:35:21,41.63251361009897,26.541847039671154,15,0.4501819395889846,Low,Rainy,23,3,2
2025-09-22 06:10:01,41.69123066115154,26.556567294625534,10,0.20970966629826632,Medium,Sunny,6,0,9
2025-03-19 05:28:11,41.67637626029793,26.551793734757663,16,0.1142647686046051,High,Sunny,5,2,3
2025-02-15 18:17:38,41.65210095206065,26.527140046092754,13,0.9563997884753542,Low,Snowy,18,5,2
2025-11-16 22:14:06,41.70994933316828,26.595744210397882,48,0.1288870707296643,High,Sunny,22,6,11
2025-09-10 13:25:44,41.678064643488106,26.556989294680378,16,0.3900134049787816,Medium,Rainy,13,2,9
2025-10-11 00:21:02,41.651003388435605,26.560732853500475,8,0.18262378374467808,Medium,Sunny,0,5,10
2025-07-15 05:49:44,41.67928516837818,26.56839021713038,7,0.10433009469347075,Low,Sunny,5,1,7
