saat_bazli_zaman,grid_id,hour,day_of_week,weather,is_special_event,toplam_siparis_sayisi,traffic_index
2025-01-01 16:00:00,Grid_8_1,16,2,Rain/Snow,0,2,0.7415
2025-01-01 16:00:00,Grid_8_5,16,2,Rain/Snow,0,1,0.697
2025-01-01 17:00:00,Grid_1_6,17,2,Clear,0,1,0.824
2025-01-01 17:00:00,Grid_4_6,17,2,Clear,0,1,0.8
2025-01-01 17:00:00,Grid_5_3,17,2,Clear,0,3,0.8310000000000001
2025-01-01 17:00:00,Grid_5_4,17,2,Clear,0,7,0.7958571428571428
2025-01-01 17:00:00,Grid_5_5,17,2,Clear,0,10,0.8178000000000001
2025-01-01 17:00:00,Grid_6_6,17,2,Clear,0,2,0.8029999999999999
2025-01-01 17:00:00,Grid_6_8,17,2,Clear,0,1,0.782
2025-01-01 17:00:00,Grid_7_6,17,2,Clear,0,1,0.832
2025-01-01 17:00:00,Grid_8_1,17,2,Clear,0,1,0.792
2025-01-01 17:00:00,Grid_8_4,17,2,Clear,0,1,0.877
2025-01-01 18:00:00,Grid_0_5,18,2,Rain/Snow,0,1,1.0
2025-01-01 18:00:00,Grid_1_6,18,2,Rain/Snow,0,1,1.0
2025-01-01 18:00:00,Grid_3_5,18,2,Rain/Snow,0,1,1.0
2025-01-01 18:00:00,Grid_4_6,18,2,Rain/Snow,0,1,1.0
2025-01-01 18:00:00,Grid_4_7,18,2,Rain/Snow,0,2,1.0
2025-01-01 18:00:00,Grid_5_3,18,2,Rain/Snow,0,2,1.0
2025-01-01 18:00:00,Grid_5_4,18,2,Rain/Snow,0,12,1.0
2025-01-01 18:00:00,Grid_5_5,18,2,Rain/Snow,0,12,1.0
2025-01-01 18:00:00,Grid_6_2,18,2,Rain/Snow,0,1,1.0
2025-01-01 18:00:00,Grid_6_5,18,2,Rain/Snow,0,1,1.0
2025-01-01 18:00:00,Grid_6_8,18,2,Rain/Snow,0,1,1.0
2025-01-01 18:00:00,Grid_7_0,18,2,Rain/Snow,0,1,1.0
2025-01-01 18:00:00,Grid_7_1,18,2,Rain/Snow,0,2,1.0
2025-01-01 18:00:00,Grid_7_6,18,2,Rain/Snow,0,2,1.0
2025-01-01 18:00:00,Grid_8_2,18,2,Rain/Snow,0,1,1.0
2025-01-01 18:00:00,Grid_9_2,18,2,Rain/Snow,0,1,1.0
2025-01-02 08:00:00,Grid_1_6,8,3,Clear,0,1,0.645
2025-01-02 08:00:00,Grid_4_6,8,3,Clear,0,2,0.6859999999999999
2025-01-02 08:00:00,Grid_5_3,8,3,Clear,0,2,0.7035
2025-01-02 08:00:00,Grid_5_4,8,3,Clear,0,19,0.6919473684210526
2025-01-02 08:00:00,Grid_5_5,8,3,Clear,0,12,0.7050000000000001
2025-01-02 08:00:00,Grid_6_4,8,3,Clear,0,2,0.744
2025-01-02 08:00:00,Grid_6_5,8,3,Clear,0,1,0.662
2025-01-02 08:00:00,Grid_6_7,8,3,Clear,0,1,0.667
2025-01-02 08:00:00,Grid_7_1,8,3,Clear,0,1,0.685
2025-01-02 08:00:00,Grid_7_4,8,3,Clear,0,2,0.6945
2025-01-02 08:00:00,Grid_7_6,8,3,Clear,0,1,0.62
2025-01-02 08:00:00,Grid_8_4,8,3,Clear,0,2,0.701
2025-01-02 08:00:00,Grid_9_2,8,3,Clear,0,1,0.698
2025-01-02 09:00:00,Grid_0_5,9,3,Clear,0,1,0.717
2025-01-02 09:00:00,Grid_1_5,9,3,Clear,0,2,0.6725000000000001
2025-01-02 09:00:00,Grid_2_5,9,3,Clear,0,1,0.789
2025-01-02 09:00:00,Grid_3_6,9,3,Clear,0,1,0.692
2025-01-02 09:00:00,Grid_4_5,9,3,Clear,0,1,0.711
2025-01-02 09:00:00,Grid_4_6,9,3,Clear,0,1,0.768
2025-01-02 09:00:00,Grid_5_3,9,3,Clear,0,1,0.624
2025-01-02 09:00:00,Grid_5_4,9,3,Clear,0,8,0.687375
2025-01-02 09:00:00,Grid_5_5,9,3,Clear,0,13,0.6938461538461538
2025-01-02 09:00:00,Grid_6_2,9,3,Clear,0,1,0.692
2025-01-02 09:00:00,Grid_6_4,9,3,Clear,0,2,0.7095
2025-01-02 09:00:00,Grid_6_5,9,3,Clear,0,1,0.709
2025-01-02 09:00:00,Grid_7_0,9,3,Clear,0,1,0.739
2025-01-02 09:00:00,Grid_7_1,9,3,Clear,0,2,0.7030000000000001
2025-01-02 09:00:00,Grid_7_4,9,3,Clear,0,1,0.678
2025-01-02 09:00:00,Grid_7_6,9,3,Clear,0,1,0.675
2025-01-02 10:00:00,Grid_1_6,10,3,Clear,0,1,0.75
2025-01-02 10:00:00,Grid_2_5,10,3,Clear,0,1,0.751
2025-01-02 10:00:00,Grid_3_6,10,3,Clear,0,3,0.6806666666666666
2025-01-02 10:00:00,Grid_4_7,10,3,Clear,0,1,0.66
2025-01-02 10:00:00,Grid_5_3,10,3,Clear,0,3,0.6966666666666667
2025-01-02 10:00:00,Grid_5_4,10,3,Clear,0,9,0.7198888888888889
2025-01-02 10:00:00,Grid_5_5,10,3,Clear,0,4,0.62425
2025-01-02 10:00:00,Grid_5_7,10,3,Clear,0,1,0.701
2025-01-02 10:00:00,Grid_6_2,10,3,Clear,0,3,0.7043333333333334
2025-01-02 10:00:00,Grid_6_4,10,3,Clear,0,2,0.71
2025-01-02 10:00:00,Grid_6_6,10,3,Clear,0,1,0.637
2025-01-02 10:00:00,Grid_6_8,10,3,Clear,0,1,0.675
2025-01-02 10:00:00,Grid_7_1,10,3,Clear,0,2,0.7045
2025-01-02 10:00:00,Grid_7_5,10,3,Clear,0,1,0.721
2025-01-02 10:00:00,Grid_8_1,10,3,Clear,0,1,0.798
2025-01-02 10:00:00,Grid_8_6,10,3,Clear,0,1,0.639
2025-01-02 11:00:00,Grid_1_5,11,3,Clear,0,1,0.354
2025-01-02 11:00:00,Grid_4_5,11,3,Clear,0,1,0.243
2025-01-02 11:00:00,Grid_4_6,11,3,Clear,0,1,0.465
2025-01-02 11:00:00,Grid_5_3,11,3,Clear,0,1,0.342
2025-01-02 11:00:00,Grid_5_4,11,3,Clear,0,8,0.3935
2025-01-02 11:00:00,Grid_5_5,11,3,Clear,0,10,0.3812
2025-01-02 11:00:00,Grid_5_7,11,3,Clear,0,1,0.373
2025-01-02 11:00:00,Grid_7_0,11,3,Clear,0,1,0.327
2025-01-02 11:00:00,Grid_7_4,11,3,Clear,0,2,0.393
2025-01-02 11:00:00,Grid_8_4,11,3,Clear,0,1,0.403
2025-01-02 12:00:00,Grid_4_6,12,3,Clear,0,2,0.5125
2025-01-02 12:00:00,Grid_4_7,12,3,Clear,0,1,0.433
2025-01-02 12:00:00,Grid_5_4,12,3,Clear,0,2,0.47350000000000003
2025-01-02 12:00:00,Grid_5_5,12,3,Clear,0,5,0.5428
2025-01-02 12:00:00,Grid_6_0,12,3,Clear,0,1,0.488
2025-01-02 12:00:00,Grid_6_4,12,3,Clear,0,1,0.48
2025-01-02 12:00:00,Grid_6_5,12,3,Clear,0,1,0.485
2025-01-02 12:00:00,Grid_6_8,12,3,Clear,0,2,0.447
2025-01-02 12:00:00,Grid_7_2,12,3,Clear,0,1,0.517
2025-01-02 12:00:00,Grid_7_4,12,3,Clear,0,1,0.476
2025-01-02 12:00:00,Grid_7_6,12,3,Clear,0,1,0.479
2025-01-02 12:00:00,Grid_8_2,12,3,Clear,0,2,0.44099999999999995
2025-01-02 12:00:00,Grid_9_2,12,3,Clear,0,1,0.471
2025-01-02 13:00:00,Grid_4_5,13,3,Rain/Snow,0,1,0.864
2025-01-02 13:00:00,Grid_4_6,13,3,Rain/Snow,0,2,0.8240000000000001
2025-01-02 13:00:00,Grid_5_3,13,3,Rain/Snow,0,3,0.8453333333333334
2025-01-02 13:00:00,Grid_5_4,13,3,Rain/Snow,0,2,0.8685
2025-01-02 13:00:00,Grid_5_5,13,3,Rain/Snow,0,3,0.8466666666666667
2025-01-02 13:00:00,Grid_6_2,13,3,Rain/Snow,0,1,0.922
2025-01-02 13:00:00,Grid_7_2,13,3,Rain/Snow,0,1,0.822
2025-01-02 13:00:00,Grid_7_5,13,3,Rain/Snow,0,1,0.853
2025-01-02 13:00:00,Grid_8_4,13,3,Rain/Snow,0,1,0.818
2025-01-02 14:00:00,Grid_2_5,14,3,Clear,0,1,0.392
2025-01-02 14:00:00,Grid_3_6,14,3,Clear,0,2,0.374
2025-01-02 14:00:00,Grid_4_5,14,3,Clear,0,2,0.4075
2025-01-02 14:00:00,Grid_4_6,14,3,Clear,0,2,0.3535
2025-01-02 14:00:00,Grid_4_7,14,3,Clear,0,1,0.377
2025-01-02 14:00:00,Grid_5_3,14,3,Clear,0,4,0.39775
2025-01-02 14:00:00,Grid_5_4,14,3,Clear,0,10,0.3731
2025-01-02 14:00:00,Grid_5_5,14,3,Clear,0,5,0.40140000000000003
2025-01-02 14:00:00,Grid_6_2,14,3,Clear,0,1,0.299
2025-01-02 14:00:00,Grid_6_4,14,3,Clear,0,5,0.40619999999999995
2025-01-02 14:00:00,Grid_6_5,14,3,Clear,0,2,0.4205
2025-01-02 14:00:00,Grid_6_8,14,3,Clear,0,1,0.426
2025-01-02 14:00:00,Grid_7_4,14,3,Clear,0,1,0.33
2025-01-02 14:00:00,Grid_8_4,14,3,Clear,0,2,0.3595
2025-01-02 14:00:00,Grid_9_2,14,3,Clear,0,1,0.401
2025-01-02 15:00:00,Grid_1_5,15,3,Clear,0,1,0.347
2025-01-02 15:00:00,Grid_1_6,15,3,Clear,0,1,0.408
2025-01-02 15:00:00,Grid_2_5,15,3,Clear,0,1,0.415
2025-01-02 15:00:00,Grid_3_6,15,3,Clear,0,4,0.43775000000000003
2025-01-02 15:00:00,Grid_5_3,15,3,Clear,0,2,0.443
2025-01-02 15:00:00,Grid_5_4,15,3,Clear,0,17,0.4027058823529412
2025-01-02 15:00:00,Grid_5_5,15,3,Clear,0,5,0.4112
2025-01-02 15:00:00,Grid_5_7,15,3,Clear,0,1,0.256
2025-01-02 15:00:00,Grid_6_3,15,3,Clear,0,1,0.445
2025-01-02 15:00:00,Grid_6_4,15,3,Clear,0,1,0.373
2025-01-02 15:00:00,Grid_7_4,15,3,Clear,0,1,0.348
2025-01-02 15:00:00,Grid_8_4,15,3,Clear,0,1,0.414
2025-01-02 15:00:00,Grid_8_7,15,3,Clear,0,1,0.388
2025-01-02 15:00:00,Grid_9_2,15,3,Clear,0,1,0.412
2025-01-02 16:00:00,Grid_0_5,16,3,Clear,0,1,0.388
2025-01-02 16:00:00,Grid_2_5,16,3,Clear,0,1,0.338
2025-01-02 16:00:00,Grid_3_6,16,3,Clear,0,1,0.417
2025-01-02 16:00:00,Grid_4_6,16,3,Clear,0,3,0.37666666666666665
2025-01-02 16:00:00,Grid_5_3,16,3,Clear,0,5,0.40380000000000005
2025-01-02 16:00:00,Grid_5_4,16,3,Clear,0,11,0.38472727272727275
2025-01-02 16:00:00,Grid_5_5,16,3,Clear,0,8,0.437125
2025-01-02 16:00:00,Grid_6_2,16,3,Clear,0,1,0.415
2025-01-02 16:00:00,Grid_6_3,16,3,Clear,0,1,0.432
2025-01-02 16:00:00,Grid_6_4,16,3,Clear,0,1,0.443
2025-01-02 16:00:00,Grid_6_8,16,3,Clear,0,1,0.469
2025-01-02 16:00:00,Grid_7_0,16,3,Clear,0,1,0.51
2025-01-02 16:00:00,Grid_7_4,16,3,Clear,0,2,0.376
2025-01-02 16:00:00,Grid_7_5,16,3,Clear,0,1,0.395
2025-01-02 16:00:00,Grid_9_2,16,3,Clear,0,1,0.437
2025-01-02 17:00:00,Grid_1_6,17,3,Clear,0,1,0.789
2025-01-02 17:00:00,Grid_3_6,17,3,Clear,0,1,0.861
2025-01-02 17:00:00,Grid_5_3,17,3,Clear,0,2,0.812
2025-01-02 17:00:00,Grid_5_4,17,3,Clear,0,12,0.8032499999999999
2025-01-02 17:00:00,Grid_5_5,17,3,Clear,0,4,0.862
2025-01-02 17:00:00,Grid_6_2,17,3,Clear,0,1,0.768
2025-01-02 17:00:00,Grid_6_4,17,3,Clear,0,1,0.793
2025-01-02 17:00:00,Grid_6_5,17,3,Clear,0,1,0.812
2025-01-02 17:00:00,Grid_6_8,17,3,Clear,0,1,0.834
2025-01-02 17:00:00,Grid_7_4,17,3,Clear,0,1,0.757
2025-01-02 17:00:00,Grid_7_5,17,3,Clear,0,1,0.69
2025-01-02 18:00:00,Grid_1_6,18,3,Clear,0,1,0.828
2025-01-02 18:00:00,Grid_4_7,18,3,Clear,0,2,0.7865
2025-01-02 18:00:00,Grid_5_4,18,3,Clear,0,3,0.7863333333333333
2025-01-02 18:00:00,Grid_5_5,18,3,Clear,0,10,0.7867
2025-01-02 18:00:00,Grid_6_5,18,3,Clear,0,1,0.825
2025-01-02 18:00:00,Grid_6_8,18,3,Clear,0,1,0.787
2025-01-02 18:00:00,Grid_7_4,18,3,Clear,0,1,0.851
2025-01-02 18:00:00,Grid_7_5,18,3,Clear,0,2,0.8105
2025-01-02 18:00:00,Grid_8_4,18,3,Clear,0,3,0.803
2025-01-03 08:00:00,Grid_1_5,8,4,Rain/Snow,0,1,0.994
2025-01-03 08:00:00,Grid_1_6,8,4,Rain/Snow,0,1,0.987
2025-01-03 08:00:00,Grid_3_6,8,4,Rain/Snow,0,2,0.997
2025-01-03 08:00:00,Grid_4_5,8,4,Rain/Snow,0,1,0.994
2025-01-03 08:00:00,Grid_4_6,8,4,Rain/Snow,0,4,0.98775
2025-01-03 08:00:00,Grid_4_7,8,4,Rain/Snow,0,1,1.0
2025-01-03 08:00:00,Grid_4_8,8,4,Rain/Snow,0,1,1.0
2025-01-03 08:00:00,Grid_5_3,8,4,Rain/Snow,0,5,1.0
2025-01-03 08:00:00,Grid_5_4,8,4,Rain/Snow,0,9,0.9992222222222222
2025-01-03 08:00:00,Grid_5_5,8,4,Rain/Snow,0,10,0.9923
2025-01-03 08:00:00,Grid_6_3,8,4,Rain/Snow,0,1,0.965
2025-01-03 08:00:00,Grid_6_4,8,4,Rain/Snow,0,3,1.0
2025-01-03 08:00:00,Grid_6_5,8,4,Rain/Snow,0,2,1.0
2025-01-03 08:00:00,Grid_6_7,8,4,Rain/Snow,0,1,1.0
2025-01-03 08:00:00,Grid_6_8,8,4,Rain/Snow,0,1,0.995
2025-01-03 08:00:00,Grid_6_9,8,4,Rain/Snow,0,1,1.0
2025-01-03 08:00:00,Grid_7_1,8,4,Rain/Snow,0,1,1.0
2025-01-03 08:00:00,Grid_7_4,8,4,Rain/Snow,0,1,1.0
2025-01-03 08:00:00,Grid_7_5,8,4,Rain/Snow,0,1,0.968
2025-01-03 08:00:00,Grid_7_6,8,4,Rain/Snow,0,1,1.0
2025-01-03 08:00:00,Grid_8_4,8,4,Rain/Snow,0,1,1.0
2025-01-03 08:00:00,Grid_8_6,8,4,Rain/Snow,0,1,0.993
2025-01-03 08:00:00,Grid_8_7,8,4,Rain/Snow,0,1,1.0
2025-01-03 08:00:00,Grid_9_2,8,4,Rain/Snow,0,1,1.0
2025-01-03 08:00:00,Grid_9_5,8,4,Rain/Snow,0,1,1.0
2025-01-03 09:00:00,Grid_2_5,9,4,Clear,0,2,0.7835000000000001
2025-01-03 09:00:00,Grid_3_6,9,4,Clear,0,4,0.698
2025-01-03 09:00:00,Grid_4_5,9,4,Clear,0,1,0.695
2025-01-03 09:00:00,Grid_4_6,9,4,Clear,0,3,0.6603333333333333
2025-01-03 09:00:00,Grid_4_7,9,4,Clear,0,2,0.669
2025-01-03 09:00:00,Grid_5_3,9,4,Clear,0,1,0.726
2025-01-03 09:00:00,Grid_5_4,9,4,Clear,0,12,0.7102499999999999
2025-01-03 09:00:00,Grid_5_5,9,4,Clear,0,6,0.6983333333333334
2025-01-03 09:00:00,Grid_6_5,9,4,Clear,0,2,0.7175
2025-01-03 09:00:00,Grid_6_6,9,4,Clear,0,1,0.733
2025-01-03 09:00:00,Grid_7_1,9,4,Clear,0,1,0.678
2025-01-03 09:00:00,Grid_7_4,9,4,Clear,0,1,0.766
2025-01-03 09:00:00,Grid_8_4,9,4,Clear,0,1,0.799
2025-01-03 09:00:00,Grid_8_5,9,4,Clear,0,1,0.641
2025-01-03 09:00:00,Grid_9_2,9,4,Clear,0,1,0.627
2025-01-03 10:00:00,Grid_1_6,10,4,Clear,0,1,0.704
2025-01-03 10:00:00,Grid_2_5,10,4,Clear,0,1,0.776
2025-01-03 10:00:00,Grid_3_6,10,4,Clear,0,1,0.696
2025-01-03 10:00:00,Grid_4_6,10,4,Clear,0,2,0.715
2025-01-03 10:00:00,Grid_4_7,10,4,Clear,0,1,0.614
2025-01-03 10:00:00,Grid_5_3,10,4,Clear,0,2,0.66
2025-01-03 10:00:00,Grid_5_4,10,4,Clear,0,15,0.6891333333333333
2025-01-03 10:00:00,Grid_5_5,10,4,Clear,0,8,0.7025
2025-01-03 10:00:00,Grid_5_6,10,4,Clear,0,1,0.743
2025-01-03 10:00:00,Grid_6_2,10,4,Clear,0,2,0.6839999999999999
2025-01-03 10:00:00,Grid_6_3,10,4,Clear,0,2,0.643
2025-01-03 10:00:00,Grid_6_4,10,4,Clear,0,2,0.739
2025-01-03 10:00:00,Grid_6_9,10,4,Clear,0,1,0.719
2025-01-03 10:00:00,Grid_7_1,10,4,Clear,0,1,0.712
2025-01-03 10:00:00,Grid_7_4,10,4,Clear,0,1,0.64
2025-01-03 10:00:00,Grid_7_5,10,4,Clear,0,1,0.72
2025-01-03 10:00:00,Grid_8_1,10,4,Clear,0,2,0.7155
2025-01-03 10:00:00,Grid_8_6,10,4,Clear,0,1,0.787
2025-01-03 10:00:00,Grid_9_2,10,4,Clear,0,2,0.6715
2025-01-03 10:00:00,Grid_9_4,10,4,Clear,0,1,0.653
2025-01-03 11:00:00,Grid_1_6,11,4,Clear,0,1,0.4
2025-01-03 11:00:00,Grid_3_5,11,4,Clear,0,1,0.359
